id,nazwa,cena,skladniki,url
667,Sendo Curl Passion,49,"Aqua/Water/Eau, Sodium Coceth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Caprylyl/Capryl Glucoside, Parfum/Fragrance, Aloe Barbadensis Leaf Juice, Hydrolyzed Tomato Skin, Cocos Nucifera (Coconut) Fruit Extract, Pelvetia Canaliculata Extract, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol, Guar Hydroxypropyltrimonium Chloride, Citric Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin.",https://www.hebe.pl/sendo-odzywczy-szampon-do-wlosow-kreconych-wydobywajacy-skret-250-ml-000000000000573025.html
668,Joico Blonde Life Violet,119,"WATER/AQUA/EAU, SODIUM C14-16 OLEFIN SULFONATE, COCAMIDOPROPYL BETAINE, SODIUM METHYL COCOYL TAURATE, SODIUM LAUROAMPHOACETATE, LAURYL GLUCOSIDE, DISODIUM LAURETH SULFOSUCCINATE, GLYCOL DISTEARATE, BETAINE, PHENOXYETHANOL, CALOPHYLLUM INOPHYLLUM SEED OIL, LAURDIMONIUM HYDROXYPROPYL HYDROLYZED KERATIN, COCOS NUCIFERA (COCONUT) OIL, ARGININE HCL, ROSA CANINA FRUIT OIL, GARDENIA TAITENSIS FLOWER EXTRACT, ARGININE, SODIUM LAURYL SULFOACETATE, DIMETHICONE PROPYL PG-BETAINE, PHOSPHATIDYLCHOLINE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, ISOSTEARAMIDE MIPA, POLYQUATERNIUM-47, CITRIC ACID, POLYQUATERNIUM-7, PEG-120 METHYL GLUCOSE DIOLEATE, DIMETHICONE PEG-8 MEADOWFOAMATE, TETRASODIUM GLUTAMATE DIACETATE, PEG-4 LAURATE, QUATERNIUM-80, METHYL GLUCETH-10, METHOXY PEG/PPG-7/3 AMINOPROPYL DIMETHICONE, GLYCERYL LAURATE, IODOPROPYNYL BUTYLCARBAMATE, BENZYL ALCOHOL, SODIUM BENZOATE, BENZOIC ACID, DEHYDROACETIC ACID, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, SODIUM HYDROXIDE, LIMONENE, GERANIOL, FRAGRANCE/PARFUM, EXT. VIOLET 2 (CI 60730), RED 33 (CI 17200).",https://www.hebe.pl/joico-szampon-do-wlosow-rozjasnianych-na-odcienie-chlodnego-blondu-300-ml-000000000000487678.html
669,Joico Defy Damage,39,"WATER/AQUA/EAU, SODIUM C14-16 OLEFIN SULFONATE, COCAMI- DOPROPYL BETAINE, SODIUM METHYL COCOYL TAURATE, SODIUM LAUROAMPHOACETATE, LAURYL GLUCOSIDE, DISODIUM LAURETH SULFOSUCCINATE, BETAINE, PHENOXYETHANOL, SODIUM LAURYL SULFOACETATE, DIMETHICONE PROPYL PG-BETAINE, ARGININE, AVENA SATIVA (OAT) PEPTIDE, PHOSPHATIDYLCHOLINE, MORINGA OLEIFERA SEED OIL, LAURDIMONIUM HYDROXYPROPYL HYDROLYZED KERATIN, ARGININE HCL, GLYCOL DISTEARATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, ISOSTEARAMIDE MIPA, POLYQUATERNIUM-47, CITRIC ACID, POLYQUATERNIUM-7, LAURETH-4, PEG-120 METHYL GLUCOSE DIOLEATE, DIMETHICONE PEG-8 MEADOWFOAMATE, PEG-4 LAURATE, QUATERNIUM-80, METHYL GLUCETH-10, METHOXY PEG/PPG-7/3 AMINOPROPYL DIMETHICONE, TETRASODIUM EDTA, GLYCERYL LAURATE, TOCOPHEROL, ROSA CANINA FRUIT OIL, DIPROPYLENE GLYCOL, C10-40 ISOALKYLAMIDOPROPYLETH- YLDIMONIUM ETHOSULFATE, SODIUM HYDROXIDE, IODOPROPYNYL BUTYLCARBA- MATE, CITRONELLOL, FRAGRANCE/PARFUM.",https://www.hebe.pl/joico-delikatny-szampon-do-wlosow-do-codziennego-uzytku-50-ml-000000000000487716.html
670,Moroccanoil Repair,182,"Ingredients: AQUA/WATER/EAU, SODIUM LAUROYL SARCOSINATE, DISODIUM LAURETH SULFOSUCCINATE, COCAMIDOPROPYL HYDROXYSULTAINE, COCAMIDE MEA, SODIUM LAURYL SULFOACETATE, GLYCOL DISTEARATE, DIMETHICONE, SODIUM LAUROYL LACTYLATE, HYDROLYZED VEGETABLE PROTEIN PG PROPYL SILANETRIOL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, PERSEA GRATISSIMA (AVOCADO) OIL, SILK AMINO ACIDS, KERATIN AMINO ACIDS, HYDROLYZED KERATIN, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER EXTRACT, SIMMONDSIA CHINENSIS (JOJOBA) SEED EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, PROPYLENE GLYCOL, PANTHENOL, AMODIMETHICONE, CETRIMONIUM CHLORIDE, TRIDECETH-12, DIMETHICONOL, DIVINYLDIMETHICONE/DIMETHICONE COPOLYMER, C12-13 PARETH-23, C12-13 PARETH-3, POLYQUATERNIUM-10, SODIUM PCA, QUATERNIUM-80, POLYQUATERNIUM-7, CINNAMIDOPROPYLTRIMONIUM CHLORIDE, PEG-150 PENTAERYTHRITYL TETRASTEARATE, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, CITRIC ACID, PHENOXYETHANOL, CAPRYLYL GLYCOL, CHLORPHENESIN, CI 17200 (RED 33), CI 19140 (YELLOW 5), SODIUM ACETATE, ISOPROPYL ALCOHOL, TETRASODIUM EDTA, DISODIUM EDTA, SODIUM BENZOATE, POTASSIUM SORBATE, PARFUM/FRAGRANCE, CYCLOPENTASILOXANE, AL, , LINALOOL, ALPHA-ISOMETHYL IONONE.",https://www.hebe.pl/moroccanoil-szampon-nawilzajaco-odzywczy-do-zniszczonych-wlosow-250-ml-54020651.html
671,Sendo Gentle Everyday,44,"Aqua/Water/Eau,Sodium Coceth Sulfate,Sodium Chloride,Cocamidopropyl Betaine,Magnesium Lauryl Sulfate,Hydrolyzed Tomato Skin,Camellia Sinensis Leaf Extract,Coffea Arabica (Coffee) Seed Extract,Vitis Vinifera (Grape) Vine Sap,Glycerin,Sorbitol,Lecithin,Xanthan Gum,Parfum/Fragrance,Polyquaternium-7,Citric Acid,Sodium Benzoate,Potassium Sorbate,Benzyl Alcohol,Dehydroacetic Acid",https://www.hebe.pl/sendo-delikatny-szampon-do-wlosow-250-ml-000000000000572545.html
672,Botanicapharma Tea Tree & Aloe Vera,57,"INCI: Aqua, Sodium laureth sulfate, Cocamidopropyl betaine, PEG-7 Glyceryl cocoate, Cocamide dea, Polyquaternium-7, Glycerin, Aloe barbadensis leaf juice, Melaleuca alternifolia oil, Potassium sorbate, Sodium benzoate, Disodium EDTA, Ammonium lactate, Lactic acid, Benzyl alcohol, Salicylic acid, Sorbic acid, Parfum (Geraniol), C.I.19140, C.I.42090.",https://www.hebe.pl/botanicapharma-szampon-do-wlosow-z-olejkiem-z-drzewa-herbacianego-i-aloesem-250-ml-51792661.html
673,Sendo Calming,44,"Aqua/Water/Eau, Sodium Coceth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Magnesium Lauryl Sulfate, Vitis Vinifera (Grape) Fruit Extract, Boswellia Serrata Resin Extract, Zingiber Officinale (Ginger) Root Extract, Hydrolyzed Tomato Skin, Malva Sylvestris (Mallow) Flower/Leaf Extract, Glycerin, Dicaprylyl Ether, Lauryl Alcohol, Parfum/Fragrance, Tocopherol, Citric Acid, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, Dehydroacetic Acid",https://www.hebe.pl/sendo-szampon-lagodzacy-do-wlosow-250-ml-000000000000573002.html
674,Insight Dry Hair,119,"Aqua/Water/Eau, Sodium Coceth Sulfate, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Cocos Nucifera (Coconut) Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Avena Sativa (Oat) Bran Extract, Shorea Stenoptera Seed Butter, Parfum/Fragrance, Polyquaternium-10, Citric Acid, Sodium Chloride, Glycerin, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, Linalyl Acetate.",https://www.hebe.pl/insight-odzywczy-szampon-do-wlosow-suchych-i-rozjasnianych-350-ml-76972013.html
675,Biacré Hyaluronic,69,"Aqua (Water), Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Sodium Lauroyl Methyl Isethionate, Sodium Hyaluronate, Hydrolyzed Vegetable Protein, Mel (Honey), Avena Sativa (Oat) Bran Extract, Glycerin, Myristyl Lactate, Hydroxypropyl Gluconamide And Hydroxypropylammonium Gluconate, Tetrasodium Glutamate Diacetate, Polyquaternium-10, Polysorbate 20, Citric Acid, Parfum (Fragrance), Benzyl Alcohol, Phenoxyethanolm Caprylyl Glycol, Chlorphenesin, Limonene, Hexyl Cinnamal, Linalool.",https://www.hebe.pl/biacre-szampon-odzywczo-wypelniajacy-z-kwasem-hialuronowym-i-keratyna-roslinna-250-ml-000000000000488661.html
676,Sendo Restoring,44,"Aqua/Water/Eau,Sodium Coceth Sulfate,Sodum Chloride,Cocamidopropyl Betaine,Disodium Cocoamphodiacetate,Hydrolyzed Tomato Skin,Phoenix Dactylifera (Date) Fruit Extract,Oryza Sativa (Rice) Extract,Hydrolyzed Corn Starch,Glycerin,Parfum/Fragrance,Polyquaternium-7,Citric Acid,Sodium Benzoate,Potassium Sorbate,Sorbic Acid",https://www.hebe.pl/sendo-szampon-odbudowujacy-do-wlosow-250-ml-000000000000572992.html
677,La Ferme Anti-Hair Loss Control,59,"Aqua, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Cocamide  MIPA, Glycerin, Saccharomyces Cerevisiae Extract, Sodium Chloride, Menthol, Hydroxyacetophenone, Citric Acid, Sodium Benzoate, Butylene Glycol, Guar Hydroxypropyltrimonium Chloride, Dexpanthenol, Salicylic Acid, Niacinamide, Isopropanolamine, 1,2-Hexanediol, Camphor, Dipotassium Glycyrrhizate, Propylene Glycol Laurate, Citrus Paradisi (Grapefruit) Fruit Extract, Sodium Cocoyl Isethionate, Ethylhexylglycerin, Lauric Acid, Oryza sativa (Rice) Callus Culture Extract, Neofinetia falcata callus culture Extract, Nelumbo Nucifera Callus Culture Extract, Myrothamnus Flabellifolia Callus Culture Extract, Taraxacum Platycarpum Callus Culture Extract, Citrus Junos Fruit Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Musa Sapientum (Banana) Fruit Extract, Fragaria Ananassa (Strawberry) Fruit Extract, Morniga Oleifera Seed Extract, Lycium Chinense Fruit Extract, Acorus Calamus Root Extract, Carthamus Tinctorius (Safflower) Flower Extract, Aspalathus Linearis Leaf Extract, Ficus Carica (Fig) Fruit Extract, Malus Domestica Fruit Extract, Punica Granatum Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Madecassoside, Centella Asiatica Extract, Sodium Hyaluronate, Asiaticoside, Madecassic Acid, Asiatic Acid, Disodium EDTA, Parfum, Limonene, Citral, Geraniol, Hexyl Cinnamal",https://www.hebe.pl/la-ferme-szampon-do-wlosow-przeciw-wypadaniu-300-g-000000000000582918.html
678,Sielanka Na Górze Róże,14,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Acrylates Copolymer, Glycerin, Polyquaternium-10, Sodium Ascorbyl Glucoside, Niacinamide, Panthenol, Allantoin, Tetrasodium EDTA, Guar Hydroxypropyltrimonium Chloride, Citric Acid, Sodium Benzoate, Decyl Glucoside, Potassium Sorbate, Xanthan Gum, Parfum.",https://www.hebe.pl/sielanka-szampon-do-wlosow-multiwitaminowy-400-ml-000000000000475163.html
679,Head&Shoulders Men Ultra,25,"Aqua, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Sodium Xylenesulfonate, Glycol Distearate, Sodium Citrate, Parfum, Piroctone Olamine, Dimethiconol, Citric Acid, Sodium Salicylate, Sodium Benzoate, Menthol, Guar Hydroxypropyltrimonium Chloride, Dimethicone, Tetrasodium EDTA, Sodium Hydroxide, TEA-Dodecylbenzenesulfonate, Caffeine, Limonene, Trideceth-10, Linalool, CI 19140, Benzyl Alcohol, Triethylene Glycol, Propylene Glycol, CI 42090",https://www.hebe.pl/headshoulders-przeciwlupiezowy-szampon-do-wlosow-330-ml-000000000000598751.html
680,Klorane,59,BUTANE. PROPANE. ORYZA SATIVA (RICE) STARCH (ORYZA SATIVA STARCH). ISOBUTANE. ALCOHOL (ALCOHOL DENAT). ALUMINUM HYDROXIDE. ALUMINUM STARCH OCTENYLSUCCINATE. AVENA SATIVA (OAT) KERNEL OIL (AVENA SATIVA KERNEL OIL). BENZYL SALICYLATE. CETRIMONIUM CHLORIDE. CYCLODEXTRIN. FRAGRANCE (PARFUM). HEXYL CINNAMAL. IRON OXIDES (CI 77491). (CI 77492). (CI 77499). ISOPROPYL MYRISTATE. LIMONENE. SILICA.,https://www.hebe.pl/klorane-ultralagodzacy-suchy-szampon-do-wlosow-ciemnych-150-ml-000000000000407302.html
681,L'Erbolario ginepro nero,89,"Aqua (Water), Lauryl glucoside, Juniperus communis fruit water, Sodium cocoyl barley amino acids, Sodium cocoyl glutamate, Cocamidopropyl betaine, Coco-glucoside, Parfum (Fragrance), Glycerin, Glyceryl oleate, Juniperus communis fruit extract, Nigella sativa seed extract, Hydrolyzed sesame extract, Charcoal powder, Guar hydroxypropyltrimonium chloride, Disodium cocoyl glutamate, Sodium olivoyl glutamate, Sodium chloride, Citric acid, Benzyl alcohol, Citronellol, Hexyl cinnamal, Hydroxycitronellal, Limonene, Linalool, Potassium sorbate, Sodium benzoate",https://www.hebe.pl/lerbolario-energetyzujacy-szampon-i-zel-pod-prysznic-2w1-250-ml-61641121.html
682,Joanna Power Men,14,"Aqua,Ammonium Lauryl Sulfate,Sodium Laureth Sulfate,Cocamide DEA,Cocamidopropyl Betaine,PEG-7 Glyceryl Cocoate,Saccharum Officinarum Extract,Citrus Limon Fruit Extract,Betaine,Hexylene Glycol,Pyrus Malus Fruit Extract,Camellia Sinensis Leaf Extract,Hexapeptide-11,Niacinamide,Panthenol,Raphanus Sativus Root Extract,Urtica Dioica Leaf Extract,Equisetum Arvense Leaf Extract,Polyquaternium-22,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,Cocamidopropylamine Oxide,Glycerin,Sodium Chloride,Tetrasodium Glutamate Diacetate,Propylene Glycol,Parfum,Linalool,Limonene,Alcohol Denat.,Citric Acid,DMDM Hydantoin,Methylchloroisothiazolinone,Methylisothiazolinone,Phenoxyethanol",https://www.hebe.pl/joanna-wzmacniajacy-szampon-do-wlosow-wypadajacych-200-ml-000000000000475381.html
683,Schwarzkopf Professional BC Volume Boost,62,"Aqua (Water, Eau),Cocamidopropyl Betaine,Lauryl Glucoside,Sodium Lauroyl Methyl Isethionate,Sodium Methyl Cocoyl Taurate,Sodium Chloride,Sodium Methyl 2-Sulfolaurate,Creatine,Soy Amino Acids,Wheat Amino Acids,Serine,Threonine,Arginine HCl,Parfum (Fragrance),Sodium Benzoate,Disodium 2-Sulfolaurate,Citric Acid,Sodium Methyl Isethionate,Phenoxyethanol,Lauric Acid,Coconut Acid,Sodium Sulfate,Glycerin,C12-18 Fatty Acids Methyl Esters,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,Zinc Laurate,Trisodium Ethylenediamine Disuccinate,Linalool,Sodium Laurate,Urea,Citronellol,Alpha-Isomethyl Ionone,Saccharide Hydrolysate,Propylene Glycol,PEG-120 Methyl Glucose Dioleate,Glycine,Alanine,Magnesium Aspartate,Sodium Hydroxide,Benzyl Alcohol,Potassium Sorbate",https://www.hebe.pl/schwarzkopf-professional-szampon-do-wlosow-zwiekszajacy-objetosc-250-ml-45999517.html
684,Goldwell Dualsenses Curls&Waves,57,"Aqua/Water/EAU, Sodium Laureth Sulfate, Sodium Lauroyl Sarcosinate, Lauryl Hydroxysultaine, PEG-3 Distearate, Sodium Chloride, Ethylhexylglycerin, Lactic Acid, Polyquaternium-10, Amodimethicone, PEG-150 Pentaerythrityl Tetrastearate, PPG-2 Hydroxyethyl Cocamide, Panthenol, Sodium PCA, Glycerin, C12-14 Pareth-12, Octyldodecyl PCA, Butylene Glycol, PPG-9, C11-15 Pareth-7, Laureth-9, Trideceth-12, Hydrolyzed Milk Protein, Acetic Acid, Glycoproteins, Salix Nigra (Willow) Bark Extract, Sodium Benzoate, Benzoic Acid, Phenoxyethanol, Potassium Sorbate, Fragrance/Parfum, Citronellol. Limonene, Linalool, Green 3/CI 42053, Yellow 5/CI 19140",https://www.hebe.pl/goldwell-nawilzajacy-szampon-do-wlosow-kreconych-i-falowanych-250-ml-43933086.html
685,4Organic Men Power,34,"Aqua,Sodium Coco-Sulfate,Coco-Glucoside,Glycerin,Sodium Chloride,Glyceryl Oleate,Lauryl Glucoside,Tocopherol,Sodium Hyaluronate,Hydrolyzed Corn Protein,Hydrolyzed Wheat Protein,Hydrolyzed Soy Protein,Guar Hydroxypropyltrimonium Chloride,Hydrogenated Vegetable Glycerides Citrate,Leuconostoc/Radish Root Ferment Filtrate,Glycine Soja Germ Extract,Triticum Vulgare Germ Extract,Scutellaria Baicalensis Root Extract,Propanediol,Arginine,Gluconolactone,Calcium Gluconate,Aloe Barbadensis Leaf Juice,Maltodextrin,Sodium PCA,Magnesium PCA,Zinc PCA,Manganese PCA,Lactobacillus Ferment,Sodium Phytate,Piroctone Olamine,Lactic Acid,Citric Acid,Sodium Benzoate,Potassium Sorbate,Parfum",https://www.hebe.pl/4organic-przeciwlupiezowy-szampon-do-wlosow-meski-250-ml-000000000000424925.html
686,NaturalME Harmony Oils,29,"Aqua, Vinegar, Inulin, Magnesium Ascorbyl Phosphate, Pentylene Glycol, Glycerin, Malpighia Glabra (Acerola) Fruit Extract, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprylate/Caprate, Sodium Benzoate, Potassium Sorbate, Parfum, Hexyl Cinnamal, Linalyl Acetate, Tetramethyl Acetyloctahydronaphtalenes",https://www.hebe.pl/naturalme-plukanka-chelatujaca-do-wlosow-250-ml--000000000000591544.html
687,Fitomed Mydlnica Lekarska,49,"Aqua, Coco-Betaine, Sodium Cocoyl Isethionate, Glycerin, Saponaria Officinalis Root Extract, Equisetum Arvense Extract, Humulus Lupulus Cone Extract, Sodium Pareth Sulfate, Polyglyceryl-4-Caprate, Benzyl Alcohol, Ethylhexylglycerin, Parfum, Citric Acid, Sodium Chloride.",https://www.hebe.pl/fitomed-szampon-do-wlosow-suchych-i-lamliwych-mydlnica-lekarska-500-g-54020698.html
688,Triswim,36,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Decyl Glucoside, Glyceryl Oleate, Urea, Sodium Cocoamphoacetate, Parfum, Aloe Barbadensis (Aloe Vera) Leaf Juice, Panthenol (Pro-Vitamin B5),Retinyl Palmitate (Vitamin A Palmitate), Nasturtium Officinale (Watercress) Leaf Extract, Chamomilla Recutita (Chamomile) Extract, Polyquaternium-7, Glycerin, PEG-120 Methyl Glucose Dioleate, Maltodextrin, Xantan Gum, Sodium Thiosulfate, Disodium EDTA, DMDM Hydantoin, Iodopropynyl Butylcarbamate, Triethanoloamine, Benzophenone-4, CI 42090, CI 17200.",https://www.hebe.pl/triswim-szampon-po-basenie-usuwajacy-chlor-liczi-mango-250-ml-76182236.html
689,Apis Inspiration,26,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Dead Sea Mud, Cocamide DEA, Cetearyl Alcohol & Dipalmitoylethyl Hydroxyethylmonium Methosulfate & Ceteareth 20, Sodium Chloride, Parfum, Citronello, Limonene, Citric Acid, Hydrolyzed Silk, Ginseng Root Extract, Phenoxyethanol, Sal Maris, Collagen, Hydrolyzed Elastin, Equisetum Arvense (Horsetail) Extract, Acorus Calamus Extract, Methyl Propanediol",https://www.hebe.pl/apis-szampon-blotny-do-wlosow-300-ml-000000000000491487.html
690,Kallos Mango,17,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamide DEA, Cocamidopropzl Betaine, Coco Glucoside, Parfum, PEG-4 Distearyl Ether, Glycerin, Distearyl Ether, Olea Europaea Oil, Citric Acid, Propylene Glycol, Dicaprylyl Ether, Sericin, Amodimethicone, Cetrimonium Chloride, Trideceth-12, Benzyl Alcohol, Methylchloroisothiazolinone, Methylisothiazolinone, Sodium Benzoate.",https://www.hebe.pl/kallos-regenerujacy-szampon-do-wlosow-1000-ml-000000000000308975.html
691,Milk Shake Silver Shine,159,"Aqua (Water), Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Glycerin, Sodium Chloride, Acid Violet 43, Glycol Distearate, Laureth-4, Guar Hydroxypropyltrimonium Chloride, Rubus Fruticosus (Blackberry) Fruit Extract, Rubus Idaeus (Raspberry) Leaf Extract, Vaccinium Myrtillus Fruit Extract, Fragaria Ananassa (Strawberry) Fruit Extract, Sodium Benzoate, Potassium Sorbate, PEG-5 Cocomonium Methosulfate, Sodium Glutamate, Hydrolyzed Milk Protein, Hydroxypropyltrimonium Hydrolyzed Casein, Sodium Cocoyl Glutamate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Citric Acid, Methylchloroisothiazolinone, Methylisothiazolinone, Parfum (Fragrance), Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Limonene, Linalool.",https://www.hebe.pl/milk-shake-szampon-redukujacy-zolte-refleksy-do-wlosow-siwych-i-rozjasnianych-1000-ml-58549058.html
692,Seboradin Fair Hair,21,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamide DEA, Cocamidopropyl Betaine, Glycol Cetearate, Disodium EDTA, Parfum, Limonene, Quaternium-80, Polysorbate 20, PEG-20 Glyceryl Laurate, Tocopherol, Linoleic Acid, Retinyl Palmitate*, Panthenol, Pinus Sylvestris Oil, C11-C12 Isoparaffin, Lewomenol, Benzyl Alcohol, Methylchloroisothiazolinone, Methylisothiazolinone, 7-Isopropyl-1,4-dimethylazulene (Guaiazulene), Linalool, Hexyl Cinnamal, Alpha Methyl Ionone, , CI 42080.",https://www.hebe.pl/seboradin-szampon-do-jasnych-wlosow-200-ml-000000000000390525.html
693,Delia Cameleo Kolagen i Biotyna,17,"Aqua,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Sodium Chloride,Glycerin,PEG-7 Glyceryl Cocoate,Phenoxyethanol,Parfum,Polyquaternium-10,Coconut Acid,Ethylhexylglycerin,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,Disodium EDTA,Argania Spinosa Kernel Oil,Olus Oil,Soluble Collagen,Urea,Disodium Phosphate,Biotin,Citric Acid",https://www.hebe.pl/delia-szampon-do-wlosow-zniszczonych-250-ml-000000000000477500.html
694,L'Oréal Professionnel Paris Scalp Advanced,92,1184585 B - INGREDIENTS: AQUA / WATER / EAU • SODIUM LAURETH SULFATE • COCO-BETAINE • GLYCOL DISTEARATE • GLYCERIN • SODIUM CHLORIDE • PPG-5-CETETH-20 • CITRIC ACID • SODIUM BENZOATE • SODIUM HYDROXIDE • PIROCTONE OLAMINE • OCTYLDODECANOL • SALICYLIC ACID • GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • CARBOMER • PEG-55 PROPYLENE GLYCOL OLEATE • PROPYLENE GLYCOL • MENTHOXYPROPANEDIOL • LINALOOL • LIMONENE • BENZYL ALCOHOL • FUMARIC ACID • CI 42090 / BLUE 1 • PARFUM / FRAGRANCE (F.I.L. N291861/1).,https://www.hebe.pl/loreal-professionnel-paris-szampon-przeciwlupiezowy-do-wlosow-300-ml-000000000000573920.html
695,Artego Rain Dance,66,"AQUA, SODIUM C14-16 OLEFIN SULFONATE, GLYCERIN, SODIUM CHLORIDE, COCO-BETAINE, LAUROYL/MYRISTOYL METHYL GLUCAMIDE, PEG-40 HYDROGENATED CASTOR OIL, ERYTHRITOL, COCO-GLUCOSIDE, POLYQUATERNIUM-70, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, GLYCOL DISTEARATE, PEG-7 GLYCERYL COCOATE, PEG-150 DISTEARATE, PARFUM, PANTHENOL, PEG/PPG-120/10 TRIMETHYLPROPANE TRIOLEATE, SODIUM ARGANAMPHOACETATE, CAMELLIA JAPONICA SEED OIL, CAMELLIA OLEIFERA SEED OIL, CINNAMOMUM CASSIA BARK EXTRACT, HYDROLYZED SERICIN, SODIUM PCA, SODIUM LACTATE, ARGININE, DICAPRYLYL CARBONATE, ASPARTIC ACID, PCA, COCOS NUCIFERA OIL, CAMELLIA SINENSIS LEAF EXTRACT, CAPSICUM ANNUUM FRUIT EXTRACT, ORIGANUM VULGARE LEAF EXTRACT, GLYCINE, ALANINE, CYMBOPOGON FLEXUOSUS OIL, HIPPOPHAE RHAMNOIDES FRUIT OIL, SERINE, VALINE, ISOLEUCINE, PROLINE, THREONINE, HISTIDINE, PHENYLALANINE, HYALURONIC ACID, HYDROLYZED SOY PROTEIN, HYDROXYETHYLCELLULOSE, ZINC GLUCONATE, ROSA CANINA FRUIT EXTRACT, VOACANGA AFRICANA SEED EXTRACT, PHENOXYETHANOL, TRIETHANOLAMINE, DIPROPYLENE GLYCOL, ETHYLHEXYLGLYCERIN, TETRASODIUM EDTA, HEXYL CINNAMAL, LINALOOL, LIMONENE, CI 19140, CI 42051",https://www.hebe.pl/artego-szampon-intensywnie-nawilzajacy-hydra-shampoo-250-ml-000000000000430025.html
696,Paw Patrol,12,"Aqua, Cocamidopropyl Betaine, Ammonium Lauryl Sulfate, Caprylyl / Capryl Glucoside, Glycerin, Potassium Sorbate, Sodium Benzoate, Citric Acid, Parfum, Polyquaternium-10, Panthenol, Equisetum Arvense Extract, Hydrolyzed Wheat Protein.",https://www.hebe.pl/paw-patrol-zel-i-szampon-do-wlosow-sky-300-ml-000000000000470083.html
697,Alama,14,"Aqua (Water), Ammonium Lauryl Sulfate, Sodium Myreth Sulfate, Sodium Cocoamphoacetate, Sodium Chloride, Hydrolyzed Keratin, Hydrolyzed Collagen, Hydrolyzed Elastin, Citric Acid, Benzyl Alcohol, Parfum (Fragrance), Sodium Hydroxide, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Sodium Hydroxide, Sorbic Acid, Limonene, Linalool, Hexyl Cinnamal, Propylene Glycol.",https://www.hebe.pl/alama-szampon-do-wlosow-farbowanych-100-ml-000000000000591308.html
698,Inebrya Ice Cream Balance,49,"Aqua (Water), Sodium Laureth Sulfate, Magnesium Laureth Sulfate, Disodium Coco-Glucoside Citrate, Sodium Chloride, Cocamidopropyl Betaine, Piroctone Olamine, Parfum (Fragrance), Citric Acid, Triethylene Glycol, DMDM Hydantoin, Propylene Glycol, Benzyl Alcohol, Theobroma Cacao Seed Butter (Theobroma Cacao (Cocoa) Seed Butter), Olea europaea fruit oil (Olea Europaea (Olive) Fruit Oil), Limnanthes Alba Seed Oil (Limnanthes Alba (Meadowfoam) Seed Oil), Butylene Glycol, Methylchloroisothiazolinone Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Hypnea Musciformis Extract, Hydrolyzed Corallina Officinalis Extract, Betula Alba Bark Extract, Phenoxyethanol, Potassium Gluconate, Sodium methylparaben, Ethylhexylglycerin.",https://www.hebe.pl/inebrya-szampon-do-przetluszczajacych-sie-wlosow-i-skory-glowy-1000-ml-58548785.html
